Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
c9d73eed-97d4-329e-a8b7-cc66e5d6ef9d,PATHWAYS HEALTHCARE  INC.,624 W DUARTE RD,ARCADIA,CA,910079260,34.1362075,-118.0401497,6262549540,0.0,47
5c406b49-c04d-373f-a1c5-2b5629f41047,CAMPUS SURGERY CENTER LLC,901 CAMPUS DR,DALY CITY,CA,940154930,37.6650855,-122.4756885,6509912000,0.0,1
a57489e4-f665-3dde-8406-9ff3f0a5b508,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,950651705,36.99011325,-121.98355367962361,8314627700,0.0,3
a2acc2d6-25c5-330d-8d81-118480281b9c,PRIME HEALTHCARE SERVICES - ST FRANCIS LLC,3630 E IMPERIAL HWY,SOUTH GATE,CA,902806237,33.9305079,-118.174463,3109008900,0.0,8
2fcf25ad-9453-3eb9-a9ee-8e728fb9a1cc,TRINITY HEALTH & WELLNESS MEDICAL GROUP  INC.,7231 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,900466724,34.090801,-118.347391,8182096635,0.0,43
d5823b7c-cd3f-3699-acc4-4496829d388f,HEALING HAND FAMILY CARE CLINICS CORP,1231 N. AVALON BLVD,INDIO,CA,922015832,33.7192808,-116.2188054,3108357215,0.0,29
bc450266-f594-3852-8438-6ebd550172f9,COUNTY OF RIVERSIDE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,9514864000,0.0,2
189e625c-01ca-34b7-8b4f-4324540efd44,NORTHEAST VALLEY HEALTH CORPORATION,1600 SAN FERNANDO ROAD,SAN FERNANDO,CA,913403115,34.288946,-118.447908,8183658086,0.0,91
8d1bbb74-2258-331a-8b08-1584eaa8b9d8,ALAMEDA HEALTH SYSTEM,6955 FOOTHILL BLVD SUITE 200,OAKLAND,CA,946052426,37.769681076501826,-122.17535500849695,5105675704,0.0,43
c350d041-d527-389a-bfc6-c20f0d6c353e,MOBILE MEDICAL CLINIC INC,1251 W REDONDO BEACH BLVD STE 101,BUENA PARK,CA,906204182,33.870413,-117.9962165,3109538756,0.0,48
c63030a8-50de-3b32-9559-f24fa51a0005,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,9165375000,0.0,6
0d309302-e37e-313e-9cd2-1995aedafd7d,COMPLETE CARE COMMUNITY HEALTH CENTER  INC,2595 E WASHINGTON BLVD STE 106,PASADENA,CA,911071409,34.16923244444445,-118.09680325396826,6267948133,0.0,83
67561b3a-eb88-34de-b43b-82bcd51d726a,VALLEY HEALTH CENTER LENZEN,976 LENZEN AVENUE,SAN JOSE,CA,951262737,37.334267,-121.91211257935106,4088855000,0.0,18
3941a93d-060f-363c-b5b2-171109878a06,JOYCE EISENBERG KEEFER MEDICAL CENTER,7150 TAMPA AVENUE,RESEDA,CA,913353700,34.2006552,-118.536528,8187743314,0.0,1
bbb2fb97-1c9c-3c55-81e5-f8ebab17205c,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,925631401,33.61476705,-117.16858006444426,9512904000,0.0,2
3c124a42-c259-33e7-88f0-9dda350e17a3,HI-DESERT MEDICAL CENTER,6601 WHITE FEATHER ROAD,YUCCA VALLEY,CA,922847916,34.1236205,-116.4139839,7603663711,0.0,2
76620e25-b86c-3677-b20c-d2e728f0a999,DEBRUIN MEDICAL CENTER A PROF CORP,9352 MADISON AVE,ORANGEVALE,CA,956624981,38.6685437,-121.2096393,9169892929,0.0,29
38fcc1cb-6c6e-31c3-9aec-b73a06136c88,AHMC SAN GABRIEL VALLEY MEDICAL,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,6262895454,0.0,2
8a171cbd-77fd-3b06-94f4-9233ec3063a3,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,6262895454,0.0,4
ee0c5ab9-1b30-3800-ab0f-317da40c01b4,THC-ORANGE COUNTY LLC,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,7145296842,0.0,4
f1064d5f-5b9b-3d3b-85ed-53f8f424813e,SIMI VALLEY HOSPITAL AND HEALTH CARE SERVICES,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,8059556000,0.0,8
93ed9653-ca13-3a98-86a5-5ef3ace43108,ALLERGY & ASTHMA ADULT & PEDIATRIC MEDICAL GROUP OF THE REDWOODS INC,130 STONY POINT RD,SANTA ROSA,CA,954014120,38.4411977,-122.7451848,7075250211,0.0,51
2077543a-d86b-3cff-886c-ec9e5b991da5,MARTIN LUTHER KING  JR. COMMUNITY HOSPITAL,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,4248356808,0.0,10
5886a9ff-38ee-37f9-9678-764e821f4d90,EL MILAGRO FAMILY MEDICAL CARE INC,2321 W WHITTIER BLVD,MONTEBELLO,CA,906403006,34.013696127608405,-118.12609789641164,3235160060,0.0,29
cc6760f7-06d8-3152-ab5e-755c7cdf601c,PREMIER SURGERY CENTER OF SANTA MARIA,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,8053477813,0.0,7
50f71c5b-5d86-331e-9373-743298fa51ac,COMMUNITY HEALTH CLINIC OLE-SOUTH NAPA SHELTER,100 HARTLE CT,NAPA,CA,945594020,38.2835307,-122.27955018405059,7072541770,0.0,13
a3dd5d7b-5773-3cc9-9463-b4452820d9ab,SAYANA MEDICAL SPA & WELLNESS CENTER INC,11724 VENTURA BLVD STE A,STUDIO CITY,CA,916042621,34.14140806060606,-118.38822866666666,8183314386,0.0,54
3070f715-9571-3b83-a9a6-bc1bd025485c,PEDIATRIC AND FAMILY MEDICAL CENTER,3680 E IMPERIAL HWY,LYNWOOD,CA,902622663,33.9309405,-118.1804334,3106084898,0.0,97
299e2731-a4c8-3110-abf4-176a65b2fce1,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,7603476191,0.0,6
0268147d-dc91-377f-9ef3-fb9489528b75,GENESIS HEALTHCARE PARTNERS PC,3444 KEARNY VILLA RD STE 202,WHITTIER,CA,906033301,33.9708782,-118.030839,8588107200,0.0,31
d72a0091-17e0-3e09-b097-2b37e555b3c3,SOMAGEN HEALTHCARE  INC.,10538 MISSION GORGE RD,SANTEE,CA,920713154,32.838712,-116.96787,6194560033,0.0,55
22aa1859-1897-3639-9611-b2211f0d1bb3,FRESNO FAMILY WELLNESS GROUP INC,6225 N FRESNO ST STE 103,FRESNO,CA,937105268,36.827111818160084,-119.78140968204733,5594784583,0.0,35
db1e46ba-b639-3243-873a-4c3bce098b7b,ADVENTIST HEALTH CLEARLAKE HOSPITAL INC.,15630 18TH AVE,CLEARLAKE,CA,954229336,38.9351877,-122.61991705041706,7079946486,0.0,2
5d996db8-84df-37a6-b696-72f9a9366abc,MEDELITY HEALTHCARE  INC.,2888 LONG BEACH BLVD,RANCHO PALOS VERDES,CA,902755370,33.7483311,-118.3707683,5629819100,0.0,47
44b1029b-a4d9-364e-aa71-4f84d3d28b1c,OJAI VALLEY FAMILY MEDICINE GROUP,117 PIRIE RD,OJAI,CA,930233166,34.443175,-119.2656178,8056467246,0.0,16
73b6ad63-56f7-3f42-bbe3-079fa082a9ed,THC-ORANGE COUNTY LLC,2800 BENEDICT DR,SAN LEANDRO,CA,945776840,37.716703300000006,-122.13080865946188,5103578300,0.0,2
1d8fdd15-5d8d-3128-847c-cf85f38d7570,PUEBLO MEDICAL CENTER INC,8045 CERRITOS AVE,STANTON,CA,906802436,33.81024597345053,-117.99272781424408,7148282444,0.0,14
8f862bf4-6c7d-3da1-84cc-aa15ee4e86c8,VIBRA HOSPITAL OF SACRAMENTO,330 MONTROSE DRIVE,FOLSOM,CA,956302720,38.681583,-121.15817511838911,9163519151,0.0,6
9e9ace2f-79b1-36fd-b546-5b1bd7040543,VALLEY HEALTH TEAM  INC.,21890 COLORADO AVE,SAN JOAQUIN,CA,93660,37.923589,-121.298178,5596932462,0.0,31
d950c396-c880-3578-8f5d-bae015da3c8d,IMPERIAL FAMILY MEDICAL GROUP  A PROFESSIONAL CORPORATION,12651 LAKEWOOD BLVD,DOWNEY,CA,902424561,33.91581809027035,-118.13867814412407,5628613111,0.0,8
778abc7a-f5e2-3366-a458-b5206db001c8,JM HEALTHCARE INC,650 W ALLUVIAL AVE,FRESNO,CA,937276588,36.84389325,-119.72604386708018,5593530364,0.0,39
f211dbc7-e4ec-32e4-89ee-e2b5c7f891e4,DOCTORS MEDICAL CENTER OF MODESTO INC,1501 CLAUS RD,MODESTO,CA,953559711,37.66520015379475,-120.92137329745395,2095584700,0.0,4
9b299563-6d4e-35d7-b1a2-d3045ad4f5d5,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,CA,900341702,34.038716300000004,-118.37480911030259,2138572201,0.0,4
f3423ebc-9130-346a-b0ce-4d525ea9bb7b,OPERATION SAMAHAN INC,9995 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92129,32.96074465006127,-117.11202541583458,8442002426,0.0,89
6f8eb99b-ee1e-3791-9778-ff3a392246a2,COMMUNITY HEALTH SYSTEMS INC,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,9515712350,0.0,295
e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,CFHS HOLDINGS  INC.,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,3104485261,0.0,8
956037bc-2c7b-3ac1-b8b1-4c9ccbedd166,FULLERTON SURGICAL CENTER L P,2240 NORTH HARBOR BLVD.,FULLERTON,CA,928352634,33.897785,-117.92892980785123,7148708300,0.0,4
24907435-953a-3804-9cff-34bd9cdc520c,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,953613519,37.75742625,-120.86147648614514,2098473011,0.0,2
10616210-c9fe-3249-88e2-047303dc10d2,Elk Valley Health Station,2298 Norris Avenue,Crescent City,CA,95531,41.76196580000001,-124.1590554,707-464-2919 ,0.0,19
27cabd2c-a8ec-3860-9ca0-671577afe7b4,GROSSMONT HOSPITAL CORPORATION,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,6197406000,0.0,4
8585d07b-2da1-3bb0-bc20-3eb19ad71506,VALLEY HEALTH TEAM  INC.,1250 SMITH ST,KINGSBURG,CA,936312216,36.513012326289086,-119.5489651267704,5593265320,0.0,35
accc48e0-9f06-3cbe-89d3-df83ee3cd925,VERDUGO INTERNAL MEDICINE A MEDICAL GROUP INC,1809 VERDUGO BLVD,GLENDALE,CA,912081402,34.20572112438017,-118.21518567231655,8187906225,0.0,166
753e6fb7-44c8-3d87-93d2-88e350f7c65d,TARZANA TREATMENT CENTERS INC,5190 ATLANTIC AVE,LONG BEACH,CA,908056510,33.85024593877551,-118.18481673469388,8189961051,0.0,86
d42a780d-6121-35c6-95d3-9bf85c038ad4,ST. JOHN'S WELL CHILD AND FAMILY CENTER  INC.,4251 CRENSHAW BLVD,LOS ANGELES,CA,900082536,34.00674627100674,-118.33480643067148,3235411600,0.0,30
50c26f5e-28f6-3ab3-af2a-c5117e68ba23,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DR,PERRIS,CA,925712638,33.8127434,-117.22237386582944,9514363535,0.0,8
00aa3dc5-6859-3678-b0e1-ce9708fc1f32,MISSION AREA HEALTH ASSOCIATES,1580 VALENCIA ST STE 701,SAN FRANCISCO,CA,941104421,37.747179,-122.42029195652174,4158524080,0.0,17
61bc72de-993c-32a1-a33c-2c8caf40be04,SONOMA SPECIALTY HOSPITAL  LLC,501 PETALUMA AVE,SEBASTOPOL,CA,954724215,38.397302499999995,-122.8192628217564,7078238511,0.0,2
0999f761-3582-394e-b35b-b28fc1fb2434,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,925925896,33.4810738,-117.10616979081323,9513312200,0.0,1
485a01e6-9ba0-3fed-9f13-ca5942705d8b,SOUTH COAST GLOBAL MEDICAL CENTER INC,2701 S BRISTOL ST,SANTA ANA,CA,927046201,33.7109311,-117.884387,7147545454,0.0,2
6f3d8a12-0402-349c-aeaa-e4857ff40a55,EL DORADO COUNTY COMMUNITY HEALTH CENTER,3100 PONTE MORINO DR,CAMERON PARK,CA,956827450,38.662473,-120.967315,5306217700,0.0,28
b696b1e9-bedc-3632-a604-e8412a54a77b,ST. JUDE NEIGHBORHOOD HEALTH CENTERS,7758 KNOTT AVE,BUENA PARK,CA,906202420,33.849022490822136,-118.01093747934428,7145228723,0.0,50
f4c01448-24db-35ef-be8e-3b7677579147,ST. ANTHONY MEDICAL CENTERS,6368 HOLLYWOOD BLVD,LOS ANGELES,CA,900286320,34.101338600000005,-118.3289761777635,3234695555,0.0,23
a8269531-c7a3-3fc4-a20e-f39340660818,TRI-VALLEY FAMILY MEDICINE,1133 E STANLEY BLVD,LIVERMORE,CA,945504246,37.678421099999994,-121.7807809965404,9254439000,0.0,15
5d4d8c26-a990-3e04-9aec-56f6b05e6716,PASADENA HOSPITAL ASSOCIATION  LTD.,100 W CALIFORNIA BLVD,PASADENA,CA,911053010,34.133226050000005,-118.15224362882289,6263975555,0.0,2
f2d6f446-6bac-33c5-aacb-f080c286119c,CARLSBAD INTEGRATIVE MEDICAL CENTER INCORPORATED,5814 VAN ALLEN WAY STE 215,CARLSBAD,CA,920087360,33.13618886537234,-117.28763579812482,6193394509,0.0,44
a47830b2-f8a1-30cb-a1af-ec6ca6f01364,TRI-CITY HOSPITAL,4002 VISTA WAY,VISTA,CA,920836028,32.6409084,-117.0680924,7607248411,0.0,6
111a6627-8023-3c65-8f03-33034625be5b,CENTRIC HEALTHCARE  A PROFESSIONAL CORPORATION,506 W VALLEY BLVD STE 300,SAN GABRIEL,CA,917765716,34.07930326238487,-118.10694424482823,6262888288,0.0,36
e550a083-4527-304f-a893-c1e9353acf8d,WORLDWIDE INTEGRATIVE HEALTHCARE INC,654 JENEVEIN AVE,SAN BRUNO,CA,940664230,37.62284979591837,-122.41317165306123,6508770999,0.0,47
c1258906-94b1-37eb-85ae-a8c45a093eda,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL RD,MARIPOSA,CA,953389524,37.50042955,-119.97767854300642,2099663631,0.0,2
597dc2ee-d7e4-3bd0-9c51-d1522a17dccf,SOUTH DRIVE MEDICAL CLINIC,515 S DRIVE,MOUNTAIN VIEW,CA,940404209,37.3667811,-122.0836616,6509619430,0.0,46
faaf85cf-b1d3-3907-9256-122731947a18,SAN MARTIN DE PORRES MEDICAL CENTER INC.,9315 TELEGRAPH RD,PICO RIVERA,CA,906605424,33.95708011111111,-118.10425333333333,5626546855,0.0,98
75a06810-d6b7-31fa-86db-62c30533cbee,ST JOSEPH HEALTH NORTHERN CALIFORNIA LLC,1000 TRANCAS ST,NAPA,CA,945582906,38.325328,-122.29608913388623,7072524411,0.0,2
c5a011e3-6018-345c-aa4c-af768f81976a,PACIFIC INTEGRATIVE MEDICAL CENTER INC,2400 BROADWAY,SANTA MONICA,CA,904042046,34.030254,-118.474689,3104538393,0.0,41
30c36640-e981-3da7-bb48-2915d3a4a993,AMERICAN HOSPITAL MANAGEMENT CORPORATION,3800 JANES RD,ARCATA,CA,955214742,40.8963453,-124.09127125057753,7078223621,0.0,2
103c0eb0-d706-369a-bb96-b007e38e1a4a,JAMES CORONA  MD,203 WALKER STREET  SUITE 2,ORLAND,CA,959639904,39.747496,-122.19226289795918,5308656430,0.0,30
a5859c8f-73ce-318c-8c9e-63c9667b7342,FAMILY HEALTHCARE NETWORK,35800 HIGHWAY 190,SPRINGVILLE,CA,932659116,36.133236,-118.814736,5595392324,0.0,29
a5edda5a-9696-380e-a61e-a39ae560f45d,ORANGE FAMILY MEDICINE INC,229 S GLASSELL ST,ORANGE,CA,928661945,33.785520500000004,-117.85266439560635,7146390303,0.0,37
d3e0b1fa-2673-3e4d-b551-f0913900bc11,ALLERGY ASTHMA SINUS MEDICAL CENTER,4644 LINCOLN BLVD STE 410,CULVER CITY,CA,902326849,34.0211224,-118.396466,3108236766,0.0,33
9b5f4e68-379f-3b0e-8e08-2ebd8885d5a6,MY FAMILY CLINIC  INC,81709 DR CARREON BLVD STE C5,INDIO,CA,922015509,33.7192808,-116.2188054,7607994957,0.0,30
0c7cfbaa-65b9-32f9-81d1-d9820789f360,MWN COMMUNITY HOSPITAL LLC,1720 TERMINO AVENUE,LONG BEACH,CA,908042104,33.78889995,-118.14491916024461,5626007226,0.0,2
bb9dec6b-68ce-3465-9f32-83272388969f,CLINICAS DEL CAMINO REAL INC,500 E MAIN ST,SANTA PAULA,CA,930602607,34.351107,-119.068735,8059330895,0.0,55
27d205a9-5ac0-3622-a28f-9f4d0f84471c,MEDX HEALTH CARE INC,777 CORPORATE DR STE 150,LADERA RANCH,CA,926942136,33.5537789,-117.6298481,9498368120,0.0,64
801eef2c-d97c-38c8-9867-3e00fe252fb8,EL SEGUNDO MEDICAL CENTER INC,455 MAIN STREET,EL SEGUNDO,CA,902453006,33.922011600000005,-118.41620868992581,3103221611,0.0,114
5f81d54f-8a92-35af-b1cd-a18712602466,HUGHSON MEDICAL OFFICE,2412 3RD STREET  SUITE B,HUGHSON,CA,953260249,37.596478000000005,-120.8665125,2095587250,0.0,68
1d90f3ce-5259-341c-82c7-ffbd5576e4dc,FOSTER CITY MEDICAL CENTER,1241 E HILLSDALE BLVD,FOSTER CITY,CA,944041241,37.566805014411806,-122.26789412394027,6509185080,0.0,28
19306a6f-1cac-3440-ba25-a3dbfd4fe4d3,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,501 S BUENA VISTA ST,BURBANK,CA,915054809,34.15594575,-118.32832890181228,8188473022,0.0,7
fdf6e005-548a-3291-abf1-1417cf5c011b,SPECIALTY SURGICAL CENTER OF ARCADIA LP,51 N 5TH AVE,ARCADIA,CA,91006,34.1362075,-118.0401497,6264719901,0.0,2
0aa2b5e5-372a-3840-b541-f3f808f4a4ac,NATIONAL AMBULATORY HERNIA INSTITUTE,1837 SUNNYCREST DR,FULLERTON,CA,928352523,33.89179555144579,-117.93069913179289,7144466670,0.0,107
5e67450b-75a1-3d10-b18d-930699ad8b2b,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,956955131,38.66499115,-121.79220758650283,5306623961,0.0,4
0ec61f7a-0e36-316c-9fc6-2723af08998e,BAY AREA CONSORTIUM FOR QUALITY HEALTH CARE  INC.,10850 MACARTHUR BLVD,BERKELEY,CA,947051912,37.8753497,-122.23963364918777,5108436194,0.0,101
60497871-e4b2-3532-9814-e580cafb0a28,TIBURCIO VASQUEZ HEALTH CENTER INC,25555 HESPERIAN BLVD RM 2315,HAYWARD,CA,945452447,37.6688205,-122.080796,5104715907,0.0,122
4204a680-4d09-3c97-8919-cd14d2e39f96,TARZANA TREATMENT CENTERS INC,18646 OXNARD ST,TARZANA,CA,913561411,34.17989952722889,-118.53958957448695,8189961051,0.0,7
7d454746-49c2-3350-9f9b-3f6c07bdc10c,CENTER FOR PRIMARY CARE MEDICAL GROUP INC,8700 WARNER AVE,FOUNTAIN VALLEY,CA,927086728,33.71545845,-117.977168,7148476727,0.0,80
62aec28e-ddfe-33db-862b-85718fd12baf,RAMONA OAKS FAMILY MEDICINE INC,23678 SAN VICENTE RD,RAMONA,CA,920654245,33.0203217,-116.866501,7607898812,0.0,46
918ef6a9-51e3-3ee9-b06b-174088c5de68,SCRIPPS HEALTH,354 SANTA FE DR,ENCINITAS,CA,920245142,33.037762,-117.283415,7604574123,0.0,2
0ff85f7f-7dc3-3c16-9f4d-d8dcfa2e6cbb,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,CA,913074109,34.202528349999994,-118.62930074661364,8186764000,0.0,4
a4a18a4d-32e8-3fe0-9dc1-b2d85340b9d7,CHILDREN'S HOSPITAL AT MISSION,27700 MEDICAL CENTER RD FL 5,MISSION VIEJO,CA,926916426,33.5965685,-117.659405,7149973000,0.0,6
508a2278-2f30-3f91-9a8c-d1cf6a9005c5,NORTHEAST COMMUNITY CLINIC,4129 GAGE AVE,BELL,CA,902011128,33.9796045,-118.2017831,3237718400,0.0,61
ee9c175f-9a8d-3d42-9a43-2914208e9cc9,PACIFIC ALLIANCE MEDICAL CENTER INC,711 W COLLEGE ST,LOS ANGELES,CA,900321981,34.065515687499996,-118.2415295,2134374216,0.0,53
27ba8fdb-7040-3de8-837a-8c475d27c38d,GOLDEN VALLEY HEALTH CENTER,198 N. G STREET,EMPIRE,CA,95319,37.6408135,-120.90708913035556,2095221010,0.0,36
eb1e121e-c4c3-37f2-9da6-ee62e9670234,COMPREHENSIVE COMM HEALTH CENTER-EAGLE ROCK,1704 COLORADO BLVD,LOS ANGELES,CA,900411338,34.13924071428571,-118.20393214285714,3232564116,0.0,143
7fda0214-4c7a-38cc-8921-048349688214,MKP INTERNAL MEDICINE,59 DECKER,IRVINE,CA,926207348,33.71176752142859,-117.74764201612017,6573906840,0.0,62
c57b890c-3870-37c9-aacd-0e1bc05eda7b,NEIGHBORHOOD HEALTHCARE,903 E DEVONSHIRE AVE,HEMET,CA,925433097,33.7511455327212,-116.96219829292394,9512166100,0.0,22
4a72616d-6392-30a5-a728-c6c62fc1b842,ARROYO VISTA FAMILY HEALTH FOUNDATION,4837 HUNTINGTON DR N,LOS ANGELES,CA,900321981,34.08640226604789,-118.17842066263647,3232250024,0.0,40
e10910f3-be1f-307d-a719-b68e1ce6fe25,FAMILY HEALTHCARE NETWORK,1062 S K ST,TULARE,CA,932746422,36.195682879738406,-119.34317817958872,5597374700,0.0,46
d3a3f5e9-2106-36f2-8c21-8fef33c931bb,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,926183714,33.66149981074862,-117.77401543379726,9497275000,0.0,6
f7499cfa-155d-31f5-ae2a-5200c905ffa6,ST. JUDE NEIGHBORHOOD HEALTH CENTERS,1801 S GREENVILLE ST,SANTA ANA,CA,927044005,33.722730549999994,-117.89798953237988,7144465100,0.0,40
3ef9f220-faa9-3812-b662-120a347aed91,COUNTY OF TEHAMA,1850 WALNUT ST,RED BLUFF,CA,960803611,40.16898249591438,-122.25449249009553,5305278491,0.0,62
11b7eb43-98cf-305f-a0a4-39ff9bf4fac2,BLACK ROCK MEDICAL CARE INC,23929 MCBEAN PKWY STE 102,VALENCIA,CA,913554467,34.4176615,-118.5623614,6612002500,0.0,61
e463e052-8392-3040-8e80-116f4e660907,MACT HEALTH BOARD INCORPORATED,5192 HOSPITAL RD,MARIPOSA,CA,953389524,37.50190570642826,-119.97714717451844,2097425055,0.0,64
5e7d9a56-29e9-3bc7-aa0f-5f1500bc6c77,VANGUARD MEDICAL CORPORATION,845 7TH STREET,WASCO,CA,932801919,35.594145346938774,-119.33436648979593,6617464937,0.0,32
a5b047dc-3267-327a-8238-5b4899a7ddb6,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,950515173,37.335786,-121.998681,4082366400,0.0,6
a7be2ac6-097c-3c8f-a879-d611a3f24f2d,VALLEY FAMILY HEALTH CENTER,275 S MADERA AVE,KERMAN,CA,936301401,36.73162933333863,-120.06024656040756,5598465240,0.0,99
d624d729-bcd0-37a5-a7ef-6f6d30dfa120,RESTORATION HEALTHCARE INC,18818 TELLER AVE,LOS ANGELES,CA,900243401,34.4905436,-118.3682625,9495352322,0.0,35
9b61f54e-a0fd-3b4d-aa25-dbf88b8a2cb5,COUNTY OF SAN BERNARDINO,606 E MILL STREET,SAN BERNARDINO,CA,924150011,34.092250052723166,-117.27399283520323,9093833001,0.0,41
1b85d345-b6ab-3d0a-8a1a-2fbdd110ce49,MULTI HEALTH CARE MEDICAL GROUP INC.,3175 FIRESTONE BLVD,SOUTH GATE,CA,902802951,33.955082137931036,-118.21387941379311,3235678910,0.0,29
324fcfd4-b518-38b9-9b3c-23620d2f21e7,COMPLETE CARE COMMUNITY HEALTH CENTER  INC,7301 STATE ST,HUNTINGTON PARK,CA,902555823,33.971592,-118.209752,3235815120,0.0,29
